EmployeeID,Age,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
232,43,No,Research & Development,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4,Y,11,8,0,21,3,1,0,0
233,38,No,Human Resources,4,Medical,Male,1,Human Resources,Single,20140,3,Y,17,8,1,8,5,0,0,0
234,43,No,Sales,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3,Y,11,8,1,10,5,8,4,7
235,48,No,Research & Development,1,Medical,Male,2,Laboratory Technician,Married,53760,7,Y,13,8,1,21,3,3,0,2
236,44,No,Sales,4,Marketing,Male,2,Sales Executive,Single,19510,4,Y,22,8,3,10,4,2,0,2
237,34,No,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1,Y,20,8,2,8,3,8,0,6
238,27,Yes,Sales,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,Y,18,8,0,5,0,4,0,2
239,21,No,Sales,2,Life Sciences,Male,3,Sales Executive,Single,87260,1,Y,11,8,1,3,2,3,1,2
240,44,No,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4,Y,14,8,1,26,2,2,0,1
241,22,No,Research & Development,2,Medical,Female,2,Laboratory Technician,Married,195450,0,Y,14,8,0,3,3,2,2,2
242,33,No,Sales,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0,Y,18,8,1,6,2,5,1,2
243,32,No,Research & Development,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1,Y,16,8,1,6,3,6,0,5
244,30,No,Research & Development,5,Technical Degree,Male,3,Manager,Divorced,57720,1,Y,17,8,0,1,3,1,0,0
245,53,No,Research & Development,3,Other,Female,3,Manager,Single,22690,7,Y,11,8,1,18,2,14,8,10
246,34,No,Research & Development,5,Medical,Male,1,Research Scientist,Married,53810,1,Y,12,8,0,10,0,10,8,8
247,45,Yes,Research & Development,4,Life Sciences,Male,3,Research Director,Married,34410,2,Y,13,8,1,5,5,1,0,0
248,26,No,Research & Development,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1,Y,13,8,1,3,5,3,0,2
249,37,No,Research & Development,3,Medical,Male,1,Manager,Married,98840,1,Y,14,8,0,10,3,10,7,8
250,29,No,Research & Development,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1,Y,17,8,3,6,2,6,1,2
251,35,No,Research & Development,5,Medical,Female,4,Laboratory Technician,Single,134580,1,Y,11,8,0,17,3,17,11,8
252,33,No,Research & Development,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3,Y,25,8,1,15,3,13,4,7
253,54,No,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,40140,2,Y,19,8,1,16,4,9,7,1
254,36,No,Research & Development,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2,Y,13,8,1,13,3,3,0,2
255,27,No,Sales,3,Marketing,Male,5,Research Director,Single,59930,0,Y,14,8,1,5,3,4,1,1
256,20,Yes,Research & Development,3,Life Sciences,Male,5,Sales Representative,Single,61620,1,Y,12,8,3,1,2,1,1,1
257,33,Yes,Research & Development,4,Medical,Female,1,Laboratory Technician,Single,24060,1,Y,11,8,0,10,3,10,9,7
258,35,No,Research & Development,1,Medical,Male,1,Research Scientist,Married,187400,1,Y,19,8,1,1,2,1,0,0
259,23,No,Research & Development,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2,Y,11,8,1,5,3,3,0,2
260,25,No,Research & Development,3,Medical,Male,2,Manufacturing Director,Married,100960,0,Y,11,8,1,4,3,3,1,2
261,38,No,Research & Development,3,Life Sciences,Male,5,Research Scientist,Single,147560,0,Y,20,8,1,8,3,7,0,5
262,29,No,Sales,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1,Y,18,8,3,10,3,10,2,8
263,48,No,Research & Development,3,Technical Degree,Male,1,Sales Executive,Married,97240,3,Y,13,8,0,12,2,2,2,2
264,27,No,Sales,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1,Y,12,8,0,6,5,6,0,4
265,37,No,Research & Development,3,Life Sciences,Male,3,Manager,Single,33880,3,Y,11,8,0,4,2,1,0,0
266,50,No,Sales,3,Medical,Male,1,Laboratory Technician,Married,54730,1,Y,19,8,1,20,2,20,3,8
267,34,No,Research & Development,1,Medical,Male,1,Healthcare Representative,Single,27030,1,Y,21,8,1,9,2,8,7,7
268,24,Yes,Research & Development,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9,Y,12,8,0,4,3,2,2,0
269,39,No,Research & Development,5,Medical,Female,1,Sales Representative,Single,62200,1,Y,14,8,2,20,2,20,11,10
270,32,No,Research & Development,3,Life Sciences,Male,5,Research Scientist,Single,30380,1,Y,11,8,0,10,5,10,0,8
271,50,Yes,Research & Development,2,Medical,Male,4,Sales Representative,Married,44240,3,Y,14,8,1,18,2,4,1,3
272,38,No,Research & Development,4,Life Sciences,Male,1,Sales Executive,Single,43120,0,Y,12,8,1,10,2,9,1,8
273,27,No,Research & Development,3,Medical,Male,5,Research Scientist,Married,132450,1,Y,23,8,1,9,3,9,0,7
274,32,No,Sales,3,Medical,Male,2,Sales Executive,Single,136640,3,Y,14,8,0,10,6,7,7,7
275,47,No,Research & Development,3,Medical,Female,5,Sales Executive,Single,50210,2,Y,17,8,0,20,3,7,1,7
276,40,No,Research & Development,4,Medical,Female,3,Human Resources,Married,51260,5,Y,18,8,0,20,2,18,1,12
277,53,No,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3,Y,18,8,1,32,2,5,1,3
278,41,No,Sales,3,Medical,Male,1,Sales Executive,Divorced,102390,3,Y,24,8,3,23,3,21,12,6
279,60,No,Research & Development,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8,Y,20,8,0,10,3,2,2,2
280,27,No,Research & Development,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1,Y,14,8,0,9,2,9,1,7
281,41,No,Research & Development,3,Medical,Male,1,Manufacturing Director,Married,72600,1,Y,16,8,0,22,2,22,2,10
282,50,No,Sales,3,Life Sciences,Male,2,Research Scientist,Married,23220,7,Y,25,8,1,4,0,2,2,2
283,28,Yes,Sales,4,Life Sciences,Male,3,Research Scientist,Single,20750,7,Y,18,8,3,10,0,7,3,7
284,36,No,Research & Development,4,Technical Degree,Female,2,Research Scientist,Married,41520,9,Y,19,8,1,10,3,8,0,5
285,38,No,Research & Development,3,Medical,Female,3,Manager,Single,96190,4,Y,13,8,1,10,2,1,0,0
286,44,No,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,135030,2,Y,12,8,0,9,6,5,1,4
287,47,No,Research & Development,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9,Y,22,8,1,28,6,22,11,13
288,30,No,Research & Development,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7,Y,14,8,1,10,3,8,7,7
289,29,No,Research & Development,2,Medical,Female,1,Sales Executive,Single,106730,1,Y,13,8,3,1,2,1,0,0
290,42,Yes,Research & Development,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6,Y,21,8,3,7,3,2,2,2
291,43,No,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3,Y,11,8,2,7,3,2,2,2
292,34,No,Research & Development,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3,Y,12,8,2,10,2,5,4,3
293,23,No,Sales,3,Marketing,Male,5,Sales Executive,Married,42210,1,Y,11,8,1,5,4,4,0,2
294,39,No,Sales,4,Marketing,Female,4,Healthcare Representative,Married,138720,9,Y,12,8,3,12,3,8,3,6
295,56,No,Research & Development,4,Medical,Male,1,Manager,Married,20420,7,Y,12,8,0,30,6,10,1,1
296,40,No,Sales,3,Marketing,Male,2,Research Scientist,Single,20730,0,Y,14,8,0,5,3,4,2,3
297,27,No,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8,Y,13,8,0,9,6,7,0,7
298,29,No,Sales,3,Marketing,Female,2,Manager,Divorced,29260,1,Y,15,8,1,2,3,2,2,2
299,53,No,Research & Development,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2,Y,18,8,0,19,2,2,2,2
300,35,No,Research & Development,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2,Y,18,8,2,16,4,1,0,0
301,32,No,Sales,4,Life Sciences,Male,2,Sales Executive,Married,188440,1,Y,19,8,0,10,3,10,4,7
302,38,No,Sales,3,Medical,Male,4,Laboratory Technician,Married,181720,6,Y,12,8,2,6,5,1,0,1
303,34,No,Research & Development,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3,Y,19,8,1,7,4,0,0,0
304,52,No,Sales,5,Technical Degree,Male,3,Manager,Married,28890,1,Y,11,8,1,34,2,34,1,16
305,33,Yes,Research & Development,2,Medical,Male,3,Laboratory Technician,Single,28710,1,Y,17,8,3,10,2,10,7,8
306,25,No,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,74840,1,Y,15,8,0,6,3,6,1,4
307,45,No,Sales,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0,Y,14,8,0,9,2,8,3,1
308,23,No,Research & Development,1,Life Sciences,Female,2,Research Scientist,Single,173280,1,Y,17,8,1,2,2,2,0,2
309,47,Yes,Research & Development,3,Life Sciences,Male,1,Research Director,Single,27740,4,Y,13,8,1,NA,2,5,1,3
310,34,No,Research & Development,3,Technical Degree,Male,1,Research Scientist,Single,45050,1,Y,12,8,0,6,3,6,1,4
311,55,Yes,Human Resources,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5,Y,12,8,0,24,2,5,1,4
312,36,No,Research & Development,2,Life Sciences,Male,5,Sales Executive,Single,116310,1,Y,18,8,1,10,2,10,0,9
313,52,No,Research & Development,4,Life Sciences,Male,5,Sales Executive,Married,97380,0,Y,18,8,2,5,2,4,1,2
314,26,No,Research & Development,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3,Y,11,8,1,5,2,2,2,0
315,29,No,Research & Development,2,Medical,Male,3,Manufacturing Director,Married,169590,4,Y,14,8,3,11,5,8,1,1
316,26,Yes,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6,Y,19,8,1,6,2,4,1,2
317,34,No,Research & Development,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2,Y,12,8,0,10,3,4,1,3
318,54,No,Research & Development,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9,Y,15,8,1,9,2,5,1,4
319,27,No,Research & Development,2,Life Sciences,Female,4,Research Scientist,Married,195370,0,Y,12,8,0,5,5,4,1,1
320,37,No,Sales,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720,0,Y,11,8,0,6,1,5,4,3
321,38,No,Sales,4,Life Sciences,Female,2,Research Scientist,Single,23680,6,Y,11,8,1,17,3,15,4,12
322,34,No,Sales,3,Marketing,Male,1,Sales Representative,Single,103120,1,Y,12,8,0,6,2,6,1,3
323,35,No,Research & Development,4,Medical,Male,3,Manager,Married,16750,1,Y,16,8,0,3,6,3,0,2
324,30,No,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,25230,3,Y,13,8,1,7,2,2,0,2
325,40,No,Research & Development,4,Medical,Male,2,Manufacturing Director,Married,65670,1,Y,13,8,1,8,3,8,3,7
326,34,No,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,47390,5,Y,24,8,2,6,2,3,1,2
327,42,No,Research & Development,4,Medical,Male,1,Manufacturing Director,Divorced,92080,1,Y,15,8,1,24,2,24,14,9
328,23,Yes,Sales,3,Medical,Female,4,Manufacturing Director,Married,45590,1,Y,18,8,1,1,2,0,0,0
329,24,No,Sales,5,Marketing,Female,1,Manufacturing Director,Divorced,81890,1,Y,14,8,1,1,3,1,0,0
330,52,No,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Married,29420,8,Y,11,8,1,9,1,5,1,4
331,50,No,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,49410,5,Y,11,8,1,30,3,4,0,3
332,29,Yes,Sales,4,Marketing,Female,4,Research Scientist,Married,106500,1,Y,13,8,2,1,2,1,0,0
333,33,No,Research & Development,4,Life Sciences,Male,4,Manufacturing Director,Married,59020,0,Y,12,8,1,14,2,13,3,7
334,33,Yes,Research & Development,5,Life Sciences,Male,1,Human Resources,Single,86390,5,Y,16,8,2,6,3,3,0,2
335,47,No,Research & Development,4,Other,Male,2,Manager,Married,63470,1,Y,14,8,0,26,2,26,3,0
336,36,No,Sales,3,Medical,Female,2,Sales Executive,Married,42000,0,Y,22,8,0,10,3,9,0,5
337,29,No,Research & Development,3,Other,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7
338,58,Yes,Research & Development,3,Other,Female,2,Research Scientist,Single,43170,7,Y,17,8,0,40,2,31,13,8
339,35,No,Sales,4,Marketing,Female,1,Research Scientist,Single,26320,3,Y,13,8,3,7,3,2,2,2
340,42,No,Sales,1,Marketing,Male,2,Laboratory Technician,Married,46680,9,Y,18,8,2,8,2,4,0,2
341,28,Yes,Research & Development,4,Medical,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1
342,36,No,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Married,27200,4,Y,14,8,1,8,3,5,0,4
343,32,No,Research & Development,1,Medical,Male,2,Manufacturing Director,Married,171810,1,Y,14,8,0,14,2,14,6,8
344,40,No,Sales,3,Marketing,Male,3,Manufacturing Director,Single,22380,NA,Y,14,8,0,10,3,1,0,0
345,30,No,Research & Development,3,Technical Degree,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0
346,45,No,Research & Development,4,Life Sciences,Male,1,Research Director,Single,56050,1,Y,12,8,2,1,2,1,0,0
347,42,No,Research & Development,2,Medical,Male,2,Sales Representative,Married,72950,1,Y,15,8,0,10,3,9,7,8
348,38,No,Sales,3,Medical,Male,2,Research Scientist,Divorced,23060,2,Y,19,8,1,13,5,4,1,2
349,34,No,Research & Development,4,Life Sciences,Male,3,Laboratory Technician,Single,23480,1,Y,14,8,1,6,3,5,1,3
350,49,Yes,Sales,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7
351,55,Yes,Human Resources,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3
352,43,No,Research & Development,2,Medical,Male,2,Healthcare Representative,Married,61320,6,Y,13,8,0,22,3,4,1,0
353,27,No,Sales,4,Medical,Male,2,Manager,Divorced,33460,1,Y,21,8,1,9,2,9,0,8
354,35,No,Research & Development,3,Medical,Male,1,Research Director,Single,108550,3,Y,13,8,1,17,2,8,1,6
355,28,No,Sales,2,Technical Degree,Female,1,Sales Executive,Married,22310,1,Y,12,8,0,8,3,8,7,5
356,34,No,Sales,5,Life Sciences,Male,4,Research Scientist,Married,23230,0,Y,17,8,0,4,2,3,0,2
357,26,Yes,Research & Development,4,Other,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7
358,27,No,Sales,3,Technical Degree,Female,1,Sales Executive,Married,27130,1,Y,11,8,0,0,2,0,0,0
359,51,No,Sales,3,Medical,Male,3,Research Scientist,Married,94390,2,Y,15,8,3,29,0,20,4,17
360,44,No,Sales,5,Medical,Female,1,Sales Executive,Single,25660,9,Y,11,8,1,10,3,5,2,3
361,25,No,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,199260,7,Y,11,8,3,6,5,4,0,1
362,33,No,Research & Development,4,Life Sciences,Male,3,Laboratory Technician,Divorced,24510,1,Y,13,8,1,9,3,9,0,8
363,35,No,Sales,4,Medical,Female,2,Manager,Single,94190,1,Y,24,8,1,6,5,6,1,1
364,36,No,Sales,4,Marketing,Male,3,Manager,Married,86860,1,Y,13,8,0,18,2,18,4,11
365,32,No,Research & Development,4,Medical,Female,4,Sales Executive,Divorced,30380,2,Y,20,8,0,8,3,5,0,3
366,30,No,Research & Development,5,Medical,Male,5,Sales Representative,Divorced,30580,9,Y,14,8,1,10,2,5,0,3
367,53,No,Sales,3,Marketing,Male,4,Sales Executive,Married,23250,7,Y,18,8,1,35,1,5,0,4
368,45,No,Research & Development,5,Technical Degree,Male,2,Healthcare Representative,Divorced,20880,4,Y,15,8,3,18,2,5,0,2
369,32,No,Sales,3,Marketing,Female,1,Human Resources,Married,30720,5,Y,12,8,0,9,4,5,1,3
370,52,No,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Married,50060,3,Y,16,8,1,31,2,9,0,0
371,37,No,Sales,2,Life Sciences,Female,4,Laboratory Technician,Divorced,42570,4,Y,15,8,0,9,2,1,0,0
372,28,No,Research & Development,4,Life Sciences,Female,1,Healthcare Representative,Divorced,25000,1,Y,16,8,2,6,3,5,0,4
373,22,No,Research & Development,2,Life Sciences,Male,1,Sales Representative,Married,11020,6,Y,19,8,0,4,3,2,2,2
374,44,No,Research & Development,3,Medical,Female,1,Laboratory Technician,Married,104530,2,Y,11,8,1,10,2,3,0,2
375,42,No,Sales,4,Life Sciences,Female,2,Laboratory Technician,Single,22880,5,Y,16,8,1,8,4,2,2,2
376,36,No,Research & Development,3,Other,Male,2,Research Scientist,Married,39290,0,Y,24,8,0,6,6,5,0,3
377,25,No,Sales,3,Life Sciences,Female,1,Laboratory Technician,Married,23110,1,Y,11,8,1,5,2,5,0,3
378,35,No,Research & Development,2,Life Sciences,Female,1,Healthcare Representative,Married,31400,1,Y,13,8,1,17,2,17,5,15
379,35,Yes,Sales,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1,Y,13,8,1,10,2,10,7,8
380,32,No,Research & Development,3,Life Sciences,Male,1,Sales Executive,Divorced,44500,0,Y,13,8,0,4,3,3,0,2
381,25,No,Sales,3,Marketing,Female,4,Research Scientist,Married,27560,1,Y,12,8,2,5,2,5,0,3
382,49,No,Sales,3,Technical Degree,Female,2,Sales Representative,Married,190330,2,Y,18,8,1,7,5,4,0,2
383,24,No,Research & Development,5,Technical Degree,Male,2,Healthcare Representative,Married,187220,0,Y,22,8,1,6,3,5,3,4
384,32,No,Research & Development,5,Medical,Male,1,Research Scientist,Married,95470,1,Y,13,8,1,10,3,10,5,3
385,38,No,Sales,2,Medical,Male,1,Sales Executive,Married,137340,0,Y,13,8,0,3,3,2,1,2
386,42,No,Research & Development,1,Technical Degree,Female,2,Research Scientist,Married,199990,2,Y,23,8,1,17,6,5,1,3
387,31,No,Research & Development,3,Life Sciences,Female,3,Sales Executive,Married,22790,3,Y,12,8,1,8,3,6,0,2
388,29,Yes,Sales,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6,Y,12,8,0,5,2,3,0,2
389,53,No,Research & Development,3,Life Sciences,Male,1,Sales Representative,Married,20890,5,Y,16,8,0,28,2,2,2,2
390,35,No,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,167920,3,Y,12,8,1,16,3,13,4,8
391,37,No,Research & Development,4,Life Sciences,Female,3,Human Resources,Married,35640,5,Y,11,8,0,10,1,5,0,0
392,53,No,Research & Development,1,Medical,Male,1,Sales Executive,Single,44250,6,Y,22,8,1,33,2,12,3,8
393,43,No,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,52650,4,Y,11,8,1,12,4,5,2,2
394,47,No,Sales,4,Marketing,Female,3,Research Director,Married,65530,0,Y,15,8,0,8,2,7,7,7
395,37,No,Research & Development,5,Medical,Female,2,Research Scientist,Single,62610,1,Y,12,8,0,10,1,10,0,9
396,50,No,Research & Development,3,Medical,Female,1,Laboratory Technician,Divorced,42980,1,Y,20,8,1,31,6,31,14,7
397,39,No,Research & Development,3,Other,Female,3,Human Resources,Married,68040,8,Y,14,8,1,13,3,5,0,4
398,33,No,Sales,3,Life Sciences,Male,2,Manufacturing Director,Divorced,38150,3,Y,11,8,1,7,3,4,0,3
399,32,Yes,Research & Development,1,Medical,Female,1,Laboratory Technician,Single,27410,1,Y,15,8,1,1,5,1,0,1
400,29,No,Research & Development,4,Life Sciences,Female,4,Healthcare Representative,Divorced,66730,6,Y,12,8,1,8,2,4,0,3
401,44,No,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Married,76390,1,Y,14,8,0,8,6,8,7,1
402,28,No,Sales,5,Life Sciences,Female,1,Research Scientist,Single,23280,1,Y,11,8,2,4,3,4,0,2
403,58,Yes,Sales,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,9,Y,11,8,0,3,3,1,0,0
404,43,No,Sales,4,Marketing,Male,2,Sales Executive,Divorced,48760,4,Y,16,8,2,4,4,1,0,0
405,20,Yes,Research & Development,3,Medical,Male,2,Sales Executive,Single,93960,1,Y,12,8,0,2,6,2,0,2
406,21,Yes,Research & Development,3,Medical,Male,2,Sales Executive,Single,104000,1,Y,13,8,1,1,2,1,0,0
407,36,No,Research & Development,4,Medical,Male,1,Laboratory Technician,Married,84740,0,Y,14,8,0,17,3,16,4,11
408,47,No,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Single,99810,1,Y,21,8,1,3,3,3,1,2
409,22,Yes,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Married,124900,0,Y,13,8,0,4,3,3,0,2
410,41,Yes,Research & Development,3,Life Sciences,Female,2,Sales Executive,Divorced,26570,4,Y,11,8,0,10,3,7,1,0
411,28,No,Research & Development,3,Life Sciences,Female,3,Manager,Divorced,135910,5,Y,20,8,1,6,2,2,2,2
412,39,Yes,Research & Development,4,Life Sciences,Female,4,Human Resources,Married,66960,7,Y,11,8,0,8,3,2,2,2
413,27,No,Research & Development,3,Medical,Male,1,Research Scientist,Single,20580,1,Y,14,8,1,1,5,1,0,0
414,34,No,Research & Development,2,Technical Degree,Male,2,Human Resources,Divorced,88650,1,Y,11,8,1,1,0,1,1,0
415,42,No,Sales,1,Technical Degree,Male,2,Human Resources,Single,59400,7,Y,16,8,0,10,2,5,0,3
416,33,No,Sales,3,Marketing,Female,1,Sales Executive,Single,59140,3,Y,16,8,1,6,4,3,0,2
417,58,No,Research & Development,4,Life Sciences,Male,1,Research Scientist,Divorced,26220,2,Y,23,8,0,24,3,6,0,4
418,31,No,Sales,3,Life Sciences,Female,1,Sales Representative,Married,121850,3,Y,14,8,0,13,2,7,5,2
419,35,No,Research & Development,1,Life Sciences,Male,3,Healthcare Representative,Married,106090,1,Y,22,8,0,10,3,10,0,7
420,49,No,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,43450,4,Y,15,8,0,29,3,26,1,7
421,48,No,Research & Development,4,Medical,Male,1,Research Scientist,Married,21770,4,Y,18,8,0,13,4,0,0,0
422,31,No,Research & Development,2,Technical Degree,Female,2,Sales Executive,Married,27930,1,Y,16,8,0,9,4,9,0,0
423,36,No,Human Resources,4,Technical Degree,Male,1,Sales Executive,Single,79180,2,Y,12,8,2,8,3,6,0,1
424,38,No,Sales,3,Other,Male,2,Sales Executive,Married,87890,1,Y,11,8,3,15,4,15,5,11
425,32,No,Sales,3,Marketing,Male,1,Laboratory Technician,Married,23890,6,Y,12,8,1,5,4,3,0,2
426,25,Yes,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0
427,40,No,Research & Development,4,Medical,Male,2,Research Scientist,Divorced,192320,2,Y,14,8,1,11,3,1,0,0
428,26,No,Sales,3,Marketing,Male,2,Healthcare Representative,Single,22670,1,Y,19,8,3,7,2,7,0,7
429,41,No,Research & Development,4,Medical,Male,1,Research Scientist,Single,195170,2,Y,13,8,0,20,5,18,2,17
430,36,No,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Single,24360,4,Y,13,8,0,16,3,11,3,9
